Reaction_id
TYRTA
HSERTA
CDPDAGS_OLE_PALM
NPDPS
FMNRy
UPPDC1
PC20M
3OAR80
ADCL
PGPS_OLE_PALM
ERTHMMOR
3OAR60
BTS6
CITMS
O2tex
HGYDAS
AICART
ICLIPAS
ADSL1r
PRAIi
IMDHT
GF6PTA
DPR
EX_fe3_e
BOF
BM_PIGMENTS
H2Otu_syn
UDCPDP
MPOMOR
U23GAAT2
ARGSL
EX_k_e
3OAS140
MG2tex
ENO
ASADi
EX_no3_e
A5PISO
EAR40y
KDOPS
3HAD60
PHYTES
SUCBZS
IG3PS
PGM
AGPATACP_OLE_PALM
G5SD
3OAR100
DHQS
DDPA
DGDGS_OLE_PALM
METTRS
PAPA_HDE_PALM
PAPA_OLE_PALM
ACCOAC
AHSERL2
GLUDGS_HDE_PALM
CBPS
G3PAT161
PSICSum
TRPTRS
THZT
MPML
IPPS
AMAOTr
UMPK
SPODM
NNATr
CPPPGO
GGDPR
BM_RNA
NTRARf2
AIRC3
IMPC
PPNDH
ADSS
PC6AR
ANPRT
GMAND
TYRTRS
DHORD3um
BACCL
BCAROHX
DHFS
ALATRS
3OAS120
GCALDDy
DHFR
UAMAS
CHRPL
DM_dialurate_c
CHORM
MTHFR3_1
MPOMC1
DNTPPA
ASPK
PMDPHT
PItex
HISTDb
NADS2
ILETA
ACONT
HISTDa
MOHMT
DM_co_c
CDPMEK
CYRDAAT
SULR
ADCS
KAS15
PAPPT3
OPMEACPR
PHYFXOR
ADPT
RNDR3
ACGK
PHETA1
OANTIabcpp
ADSL2r
ORPT
P5CR
RB15BPtcx
USHD2
3OAS60
EPMEACPR
ACGAMT
NDPK3
OANTS
PRPPS
PRAGSr
PRASCSi
AFAT
PSIum
PPPGO2
PHETRS
G3PAT1819Z
MPTG2
LIPOS2
NDPK7
ICDHyr
GLUTRR
NPHBDC
LTHRK
GALUi
EAR180y
AOOA
CHORS
NDPK5
3OAS160
SO4tex
GLYTRS
PMPK
DHQTi
FRTT
3HAD160
AMPMS3
DMBZIDS2
DESAT18a
RBFSb
PRAMPC
MPOMMM
MPTG
PC6AS
3HAD80
2PGLYCtcx
3HAD40_1
NTRIRfx
DXYTST
PRAIS
PGPP_OLE_PALM
ASPTA
GLUDGE_OLE_HDE
COLIPAabcex
PRFGS
SERTRS
ARGTRS
LEUTA
HCO3E_1_cx
OMCDC
PC11M
HSK
KDOCT2
ATPPRT
NDPK1
TPI
O2tpp
COCHL
LPADSS2
CITCIb
MAN1PT
ASP1DC
PPND
EAR120y
ILETRS
GFUCS
DXPRIi
